sample_size,LapU,discLapU,genRR_perm,genRR,bitflip_perm,bitflip,truncNorm
10000.0,0.06666666666666667,0.09666666666666666,0.043333333333333335,0.04666666666666667,0.07666666666666666,0.06666666666666667,1.0
20000.0,0.08666666666666667,0.08,0.07,0.06333333333333334,0.12333333333333334,0.11333333333333333,1.0
