cuda:1
genrr_chi
privacy level = 0.5
tensor([0.2100, 0.2900, 0.2100, 0.2900])
tensor([0.2900, 0.2100, 0.2900, 0.2100])


#########################################
sample size = 2000
tensor(17.7756, device='cuda:1')
pval: 0.0020000000949949026 -- 1th test, time elapsed 12.576386451721191 -- emperical power so far: 1.0
tensor(5.4125, device='cuda:1')
pval: 0.14100000262260437 -- 2th test, time elapsed 1.5770599842071533 -- emperical power so far: 0.5
tensor(4.2705, device='cuda:1')
pval: 0.23000000417232513 -- 3th test, time elapsed 1.5324604511260986 -- emperical power so far: 0.3333333333333333
tensor(3.3279, device='cuda:1')
pval: 0.3580000102519989 -- 4th test, time elapsed 1.5831036567687988 -- emperical power so far: 0.25
tensor(5.4680, device='cuda:1')
pval: 0.14000000059604645 -- 5th test, time elapsed 1.5507419109344482 -- emperical power so far: 0.2
tensor(10.1431, device='cuda:1')
pval: 0.01600000075995922 -- 6th test, time elapsed 1.5383148193359375 -- emperical power so far: 0.3333333333333333
tensor(13.0620, device='cuda:1')
pval: 0.007000000216066837 -- 7th test, time elapsed 1.5910167694091797 -- emperical power so far: 0.42857142857142855
tensor(6.9909, device='cuda:1')
pval: 0.06700000166893005 -- 8th test, time elapsed 1.630661964416504 -- emperical power so far: 0.375
tensor(0.6524, device='cuda:1')
pval: 0.8660000562667847 -- 9th test, time elapsed 1.6572470664978027 -- emperical power so far: 0.3333333333333333
tensor(0.9347, device='cuda:1')
pval: 0.8190000653266907 -- 10th test, time elapsed 1.6646053791046143 -- emperical power so far: 0.3
tensor(7.7319, device='cuda:1')
pval: 0.04700000211596489 -- 11th test, time elapsed 1.591461181640625 -- emperical power so far: 0.36363636363636365
tensor(2.2963, device='cuda:1')
pval: 0.5290000438690186 -- 12th test, time elapsed 1.5764682292938232 -- emperical power so far: 0.3333333333333333
tensor(12.0822, device='cuda:1')
pval: 0.009000000543892384 -- 13th test, time elapsed 1.5795621871948242 -- emperical power so far: 0.38461538461538464
tensor(3.2963, device='cuda:1')
pval: 0.37300002574920654 -- 14th test, time elapsed 1.5733895301818848 -- emperical power so far: 0.35714285714285715
tensor(1.7485, device='cuda:1')
pval: 0.6320000290870667 -- 15th test, time elapsed 1.5999224185943604 -- emperical power so far: 0.3333333333333333
tensor(9.8610, device='cuda:1')
pval: 0.032999999821186066 -- 16th test, time elapsed 1.5553686618804932 -- emperical power so far: 0.375
tensor(7.1783, device='cuda:1')
pval: 0.07900000363588333 -- 17th test, time elapsed 1.6061983108520508 -- emperical power so far: 0.35294117647058826
tensor(10.8151, device='cuda:1')
pval: 0.009000000543892384 -- 18th test, time elapsed 1.5932295322418213 -- emperical power so far: 0.3888888888888889
tensor(4.6333, device='cuda:1')
pval: 0.1810000091791153 -- 19th test, time elapsed 1.6103887557983398 -- emperical power so far: 0.3684210526315789
tensor(5.2173, device='cuda:1')
pval: 0.14800000190734863 -- 20th test, time elapsed 1.615617275238037 -- emperical power so far: 0.35
tensor(3.6450, device='cuda:1')
pval: 0.29500001668930054 -- 21th test, time elapsed 1.5767524242401123 -- emperical power so far: 0.3333333333333333
tensor(3.3381, device='cuda:1')
pval: 0.3540000021457672 -- 22th test, time elapsed 1.5776081085205078 -- emperical power so far: 0.3181818181818182
tensor(8.4716, device='cuda:1')
pval: 0.04200000315904617 -- 23th test, time elapsed 1.7692482471466064 -- emperical power so far: 0.34782608695652173
tensor(5.9591, device='cuda:1')
pval: 0.10700000822544098 -- 24th test, time elapsed 1.7304461002349854 -- emperical power so far: 0.3333333333333333
tensor(11.7531, device='cuda:1')
pval: 0.012000000104308128 -- 25th test, time elapsed 1.6490395069122314 -- emperical power so far: 0.36
tensor(8.2243, device='cuda:1')
pval: 0.04100000113248825 -- 26th test, time elapsed 1.7078630924224854 -- emperical power so far: 0.38461538461538464
tensor(17.5631, device='cuda:1')
pval: 0.0020000000949949026 -- 27th test, time elapsed 1.6652233600616455 -- emperical power so far: 0.4074074074074074
