sample_size,LapU,discLapU,genRR_perm,genRR,bitflip_perm,bitflip,truncNorm
10000.0,0.07,0.06333333333333334,0.05333333333333334,0.056666666666666664,0.04,0.04,1.0
20000.0,0.06,0.08,0.07333333333333333,0.06333333333333334,0.07,0.06666666666666667,1.0
30000.0,0.03666666666666667,0.06,0.06333333333333334,0.06,0.08,0.09,1.0
40000.0,0.03333333333333333,0.08,0.03,0.03333333333333333,0.07,0.056666666666666664,1.0
50000.0,0.06333333333333334,0.08,0.06333333333333334,0.06,0.07666666666666666,0.07,0.99
