cuda:1
lapu_ell2
tensor([0.1500, 0.3500, 0.1500, 0.3500])
tensor([0.3500, 0.1500, 0.3500, 0.1500])
tensor(3.8331, device='cuda:1')
pval: 0.0024999999441206455 -- 1th test, time elapsed 32.51969075202942 -- emperical power so far: 1.0
tensor(-0.2782, device='cuda:1')
pval: 0.5299999713897705 -- 2th test, time elapsed 11.489194869995117 -- emperical power so far: 0.5
tensor(0.2852, device='cuda:1')
pval: 0.27250000834465027 -- 3th test, time elapsed 12.865533351898193 -- emperical power so far: 0.3333333333333333
tensor(0.0110, device='cuda:1')
pval: 0.42499998211860657 -- 4th test, time elapsed 11.606702089309692 -- emperical power so far: 0.25
tensor(0.0799, device='cuda:1')
pval: 0.35749998688697815 -- 5th test, time elapsed 13.504574298858643 -- emperical power so far: 0.2
tensor(1.2668, device='cuda:1')
pval: 0.057499997317790985 -- 6th test, time elapsed 11.744713068008423 -- emperical power so far: 0.16666666666666666
tensor(0.1783, device='cuda:1')
pval: 0.3100000023841858 -- 7th test, time elapsed 11.335170984268188 -- emperical power so far: 0.14285714285714285
tensor(0.5341, device='cuda:1')
pval: 0.20250000059604645 -- 8th test, time elapsed 12.65358018875122 -- emperical power so far: 0.125
tensor(0.5909, device='cuda:1')
pval: 0.19999998807907104 -- 9th test, time elapsed 12.894575357437134 -- emperical power so far: 0.1111111111111111
tensor(0.1814, device='cuda:1')
pval: 0.32999998331069946 -- 10th test, time elapsed 12.617276668548584 -- emperical power so far: 0.1
tensor(1.8969, device='cuda:1')
pval: 0.019999999552965164 -- 11th test, time elapsed 12.146106719970703 -- emperical power so far: 0.18181818181818182
tensor(1.5013, device='cuda:1')
pval: 0.04999999701976776 -- 12th test, time elapsed 9.965517044067383 -- emperical power so far: 0.25
tensor(-0.4551, device='cuda:1')
pval: 0.6899999976158142 -- 13th test, time elapsed 11.40208625793457 -- emperical power so far: 0.23076923076923078
tensor(2.7329, device='cuda:1')
pval: 0.0024999999441206455 -- 14th test, time elapsed 11.869258880615234 -- emperical power so far: 0.2857142857142857
tensor(-0.3884, device='cuda:1')
pval: 0.6100000143051147 -- 15th test, time elapsed 12.222532749176025 -- emperical power so far: 0.26666666666666666
tensor(-0.5178, device='cuda:1')
pval: 0.7475000023841858 -- 16th test, time elapsed 13.68706488609314 -- emperical power so far: 0.25
tensor(0.8082, device='cuda:1')
pval: 0.1525000035762787 -- 17th test, time elapsed 11.299195766448975 -- emperical power so far: 0.23529411764705882
tensor(3.9250, device='cuda:1')
pval: 0.0024999999441206455 -- 18th test, time elapsed 13.154201745986938 -- emperical power so far: 0.2777777777777778
tensor(0.6454, device='cuda:1')
pval: 0.14000000059604645 -- 19th test, time elapsed 15.437260150909424 -- emperical power so far: 0.2631578947368421
tensor(0.3361, device='cuda:1')
pval: 0.22749999165534973 -- 20th test, time elapsed 11.678893327713013 -- emperical power so far: 0.25
tensor(-0.1749, device='cuda:1')
pval: 0.4949999749660492 -- 21th test, time elapsed 12.623365640640259 -- emperical power so far: 0.23809523809523808
tensor(1.3043, device='cuda:1')
pval: 0.0625 -- 22th test, time elapsed 11.26888394355774 -- emperical power so far: 0.22727272727272727
tensor(1.7477, device='cuda:1')
pval: 0.02499999850988388 -- 23th test, time elapsed 11.716623067855835 -- emperical power so far: 0.2608695652173913
tensor(0.1454, device='cuda:1')
pval: 0.3050000071525574 -- 24th test, time elapsed 11.432224035263062 -- emperical power so far: 0.25
tensor(0.4226, device='cuda:1')
pval: 0.23499999940395355 -- 25th test, time elapsed 11.992384672164917 -- emperical power so far: 0.24
tensor(1.4103, device='cuda:1')
pval: 0.06749999523162842 -- 26th test, time elapsed 11.096307516098022 -- emperical power so far: 0.23076923076923078
tensor(-0.1471, device='cuda:1')
pval: 0.4449999928474426 -- 27th test, time elapsed 14.2212393283844 -- emperical power so far: 0.2222222222222222
tensor(2.8771, device='cuda:1')
pval: 0.004999999888241291 -- 28th test, time elapsed 13.24339246749878 -- emperical power so far: 0.25
tensor(-0.3648, device='cuda:1')
pval: 0.6100000143051147 -- 29th test, time elapsed 11.881231784820557 -- emperical power so far: 0.2413793103448276
tensor(3.5492, device='cuda:1')
pval: 0.004999999888241291 -- 30th test, time elapsed 11.628490209579468 -- emperical power so far: 0.26666666666666666
tensor(-0.1789, device='cuda:1')
pval: 0.5099999904632568 -- 31th test, time elapsed 11.563894987106323 -- emperical power so far: 0.25806451612903225
tensor(-0.8180, device='cuda:1')
pval: 0.9249999523162842 -- 32th test, time elapsed 13.742441654205322 -- emperical power so far: 0.25
tensor(-0.4234, device='cuda:1')
pval: 0.6725000143051147 -- 33th test, time elapsed 56.38702058792114 -- emperical power so far: 0.24242424242424243
tensor(1.6886, device='cuda:1')
pval: 0.02499999850988388 -- 34th test, time elapsed 57.350665807724 -- emperical power so far: 0.2647058823529412
tensor(2.2084, device='cuda:1')
pval: 0.019999999552965164 -- 35th test, time elapsed 59.28075957298279 -- emperical power so far: 0.2857142857142857
tensor(0.1817, device='cuda:1')
pval: 0.3375000059604645 -- 36th test, time elapsed 57.593361139297485 -- emperical power so far: 0.2777777777777778
tensor(-0.1962, device='cuda:1')
pval: 0.550000011920929 -- 37th test, time elapsed 59.771419048309326 -- emperical power so far: 0.2702702702702703
tensor(1.0545, device='cuda:1')
pval: 0.09749999642372131 -- 38th test, time elapsed 58.80966806411743 -- emperical power so far: 0.2631578947368421
tensor(1.4846, device='cuda:1')
pval: 0.03500000014901161 -- 39th test, time elapsed 56.96272349357605 -- emperical power so far: 0.28205128205128205
tensor(0.2754, device='cuda:1')
pval: 0.2524999976158142 -- 40th test, time elapsed 57.12676978111267 -- emperical power so far: 0.275
tensor(-0.0409, device='cuda:1')
pval: 0.4599999785423279 -- 41th test, time elapsed 59.40081548690796 -- emperical power so far: 0.2682926829268293
tensor(1.2249, device='cuda:1')
pval: 0.08249999582767487 -- 42th test, time elapsed 57.8966908454895 -- emperical power so far: 0.2619047619047619
tensor(2.0408, device='cuda:1')
pval: 0.019999999552965164 -- 43th test, time elapsed 57.28093099594116 -- emperical power so far: 0.27906976744186046
tensor(-0.8471, device='cuda:1')
pval: 0.9574999809265137 -- 44th test, time elapsed 58.43370580673218 -- emperical power so far: 0.2727272727272727
tensor(0.7384, device='cuda:1')
pval: 0.17000000178813934 -- 45th test, time elapsed 56.23295044898987 -- emperical power so far: 0.26666666666666666
tensor(0.2136, device='cuda:1')
pval: 0.2824999988079071 -- 46th test, time elapsed 57.14949083328247 -- emperical power so far: 0.2608695652173913
tensor(0.6576, device='cuda:1')
pval: 0.17749999463558197 -- 47th test, time elapsed 58.56373333930969 -- emperical power so far: 0.2553191489361702
tensor(2.3346, device='cuda:1')
pval: 0.007499999832361937 -- 48th test, time elapsed 58.46808910369873 -- emperical power so far: 0.2708333333333333
tensor(-0.0431, device='cuda:1')
pval: 0.3700000047683716 -- 49th test, time elapsed 57.66242814064026 -- emperical power so far: 0.2653061224489796
tensor(0.0304, device='cuda:1')
pval: 0.4025000035762787 -- 50th test, time elapsed 56.00722575187683 -- emperical power so far: 0.26
tensor(-0.1803, device='cuda:1')
pval: 0.4624999761581421 -- 51th test, time elapsed 57.94377875328064 -- emperical power so far: 0.2549019607843137
tensor(-1.0094, device='cuda:1')
pval: 1.0 -- 52th test, time elapsed 57.57387137413025 -- emperical power so far: 0.25
tensor(-0.7202, device='cuda:1')
pval: 0.8499999642372131 -- 53th test, time elapsed 57.13442301750183 -- emperical power so far: 0.24528301886792453
tensor(0.4083, device='cuda:1')
pval: 0.25 -- 54th test, time elapsed 57.42881727218628 -- emperical power so far: 0.24074074074074073
tensor(-0.5536, device='cuda:1')
pval: 0.7450000047683716 -- 55th test, time elapsed 58.66228485107422 -- emperical power so far: 0.23636363636363636
tensor(-0.2659, device='cuda:1')
pval: 0.5724999904632568 -- 56th test, time elapsed 57.082085609436035 -- emperical power so far: 0.23214285714285715
tensor(0.8690, device='cuda:1')
pval: 0.14999999105930328 -- 57th test, time elapsed 58.65487265586853 -- emperical power so far: 0.22807017543859648
tensor(-0.8012, device='cuda:1')
