sample_size,lapu,disclapu,genrr,genrr_perm,bitflip,bitflip_perm,truncNorm
10000.0,0.30333333333333334,0.20333333333333334,1.0,1.0,0.7366666666666667,0.7333333333333333,1.0
20000.0,0.5866666666666667,0.5733333333333334,1.0,1.0,0.9966666666666667,0.9966666666666667,1.0
30000.0,0.8533333333333334,0.8233333333333334,1.0,1.0,1.0,1.0,1.0
40000.0,0.9366666666666666,0.9266666666666666,1.0,1.0,1.0,1.0,1.0
50000.0,0.9833333333333333,0.9966666666666667,1.0,1.0,1.0,1.0,1.0
